房号：1502,项目楼栋情况,辉煌花园10栋,座号,--,合同号,深(深汕)网预买字(2020)468号,拟售价格,--元/平方米(按建筑面积计),楼层,15,房号,1502,用途,住宅,建筑面积,130.23平方米,户内面积,100.41平方米,分摊面积,29.82平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：1503,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,12170元/平方米(按建筑面积计),楼层,15,房号,1503,用途,住宅,建筑面积,78.57平方米,户内面积,60.58平方米,分摊面积,17.99平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：1504,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,12170元/平方米(按建筑面积计),楼层,15,房号,1504,用途,住宅,建筑面积,70.88平方米,户内面积,54.65平方米,分摊面积,16.23平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：1401,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,11580元/平方米(按建筑面积计),楼层,14,房号,1401,用途,住宅,建筑面积,124.97平方米,户内面积,96.36平方米,分摊面积,28.61平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：1402,项目楼栋情况,辉煌花园10栋,座号,--,合同号,深(深汕)网预买字(2020)132号,拟售价格,--元/平方米(按建筑面积计),楼层,14,房号,1402,用途,住宅,建筑面积,130.23平方米,户内面积,100.41平方米,分摊面积,29.82平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：1403,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,12150元/平方米(按建筑面积计),楼层,14,房号,1403,用途,住宅,建筑面积,78.57平方米,户内面积,60.58平方米,分摊面积,17.99平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：1404,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,12150元/平方米(按建筑面积计),楼层,14,房号,1404,用途,住宅,建筑面积,70.88平方米,户内面积,54.65平方米,分摊面积,16.23平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：1301,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,11580元/平方米(按建筑面积计),楼层,13,房号,1301,用途,住宅,建筑面积,124.97平方米,户内面积,96.36平方米,分摊面积,28.61平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：1302,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,12150元/平方米(按建筑面积计),楼层,13,房号,1302,用途,住宅,建筑面积,130.23平方米,户内面积,100.41平方米,分摊面积,29.82平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：1303,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,12150元/平方米(按建筑面积计),楼层,13,房号,1303,用途,住宅,建筑面积,78.57平方米,户内面积,60.58平方米,分摊面积,17.99平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：1304,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,12150元/平方米(按建筑面积计),楼层,13,房号,1304,用途,住宅,建筑面积,70.88平方米,户内面积,54.65平方米,分摊面积,16.23平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：1201,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,11550元/平方米(按建筑面积计),楼层,12,房号,1201,用途,住宅,建筑面积,124.97平方米,户内面积,96.36平方米,分摊面积,28.61平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：1202,项目楼栋情况,辉煌花园10栋,座号,--,合同号,深(深汕)网预买字(2020)133号,拟售价格,--元/平方米(按建筑面积计),楼层,12,房号,1202,用途,住宅,建筑面积,130.23平方米,户内面积,100.41平方米,分摊面积,29.82平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：1203,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,12120元/平方米(按建筑面积计),楼层,12,房号,1203,用途,住宅,建筑面积,78.57平方米,户内面积,60.58平方米,分摊面积,17.99平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：1204,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,12120元/平方米(按建筑面积计),楼层,12,房号,1204,用途,住宅,建筑面积,70.88平方米,户内面积,54.65平方米,分摊面积,16.23平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：1101,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,11520元/平方米(按建筑面积计),楼层,11,房号,1101,用途,住宅,建筑面积,124.97平方米,户内面积,96.36平方米,分摊面积,28.61平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：1102,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,12090元/平方米(按建筑面积计),楼层,11,房号,1102,用途,住宅,建筑面积,130.23平方米,户内面积,100.41平方米,分摊面积,29.82平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：1103,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,12090元/平方米(按建筑面积计),楼层,11,房号,1103,用途,住宅,建筑面积,78.57平方米,户内面积,60.58平方米,分摊面积,17.99平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：1104,项目楼栋情况,辉煌花园10栋,座号,--,合同号,深(深汕)网预买字(2020)168号,拟售价格,--元/平方米(按建筑面积计),楼层,11,房号,1104,用途,住宅,建筑面积,70.88平方米,户内面积,54.65平方米,分摊面积,16.23平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：1001,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,11490元/平方米(按建筑面积计),楼层,10,房号,1001,用途,住宅,建筑面积,124.97平方米,户内面积,96.36平方米,分摊面积,28.61平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：1002,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,12060元/平方米(按建筑面积计),楼层,10,房号,1002,用途,住宅,建筑面积,130.23平方米,户内面积,100.41平方米,分摊面积,29.82平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：1003,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,12060元/平方米(按建筑面积计),楼层,10,房号,1003,用途,住宅,建筑面积,78.57平方米,户内面积,60.58平方米,分摊面积,17.99平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：1004,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,12060元/平方米(按建筑面积计),楼层,10,房号,1004,用途,住宅,建筑面积,70.88平方米,户内面积,54.65平方米,分摊面积,16.23平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：901,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,11460元/平方米(按建筑面积计),楼层,9,房号,901,用途,住宅,建筑面积,124.97平方米,户内面积,96.36平方米,分摊面积,28.61平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：902,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,12030元/平方米(按建筑面积计),楼层,9,房号,902,用途,住宅,建筑面积,130.23平方米,户内面积,100.41平方米,分摊面积,29.82平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：903,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,12030元/平方米(按建筑面积计),楼层,9,房号,903,用途,住宅,建筑面积,78.57平方米,户内面积,60.58平方米,分摊面积,17.99平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：904,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,12030元/平方米(按建筑面积计),楼层,9,房号,904,用途,住宅,建筑面积,70.88平方米,户内面积,54.65平方米,分摊面积,16.23平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：801,项目楼栋情况,辉煌花园10栋,座号,--,合同号,深(深汕)网预买字(2020)182号,拟售价格,--元/平方米(按建筑面积计),楼层,8,房号,801,用途,住宅,建筑面积,124.97平方米,户内面积,96.36平方米,分摊面积,28.61平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：802,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,12000元/平方米(按建筑面积计),楼层,8,房号,802,用途,住宅,建筑面积,130.23平方米,户内面积,100.41平方米,分摊面积,29.82平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：803,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,12000元/平方米(按建筑面积计),楼层,8,房号,803,用途,住宅,建筑面积,78.57平方米,户内面积,60.58平方米,分摊面积,17.99平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：804,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,12000元/平方米(按建筑面积计),楼层,8,房号,804,用途,住宅,建筑面积,70.88平方米,户内面积,54.65平方米,分摊面积,16.23平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：701,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,11400元/平方米(按建筑面积计),楼层,7,房号,701,用途,住宅,建筑面积,124.97平方米,户内面积,96.36平方米,分摊面积,28.61平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：702,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,11970元/平方米(按建筑面积计),楼层,7,房号,702,用途,住宅,建筑面积,130.23平方米,户内面积,100.41平方米,分摊面积,29.82平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：703,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,11970元/平方米(按建筑面积计),楼层,7,房号,703,用途,住宅,建筑面积,78.57平方米,户内面积,60.58平方米,分摊面积,17.99平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：704,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,11970元/平方米(按建筑面积计),楼层,7,房号,704,用途,住宅,建筑面积,70.88平方米,户内面积,54.65平方米,分摊面积,16.23平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：601,项目楼栋情况,辉煌花园10栋,座号,--,合同号,深(深汕)网预买字(2020)126号,拟售价格,--元/平方米(按建筑面积计),楼层,6,房号,601,用途,住宅,建筑面积,124.97平方米,户内面积,96.36平方米,分摊面积,28.61平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：602,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,11940元/平方米(按建筑面积计),楼层,6,房号,602,用途,住宅,建筑面积,130.23平方米,户内面积,100.41平方米,分摊面积,29.82平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：603,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,11940元/平方米(按建筑面积计),楼层,6,房号,603,用途,住宅,建筑面积,78.57平方米,户内面积,60.58平方米,分摊面积,17.99平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：604,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,11940元/平方米(按建筑面积计),楼层,6,房号,604,用途,住宅,建筑面积,70.88平方米,户内面积,54.65平方米,分摊面积,16.23平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：501,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,11340元/平方米(按建筑面积计),楼层,5,房号,501,用途,住宅,建筑面积,124.97平方米,户内面积,96.36平方米,分摊面积,28.61平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：502,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,11910元/平方米(按建筑面积计),楼层,5,房号,502,用途,住宅,建筑面积,130.23平方米,户内面积,100.41平方米,分摊面积,29.82平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：503,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,11910元/平方米(按建筑面积计),楼层,5,房号,503,用途,住宅,建筑面积,78.57平方米,户内面积,60.58平方米,分摊面积,17.99平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：504,项目楼栋情况,辉煌花园10栋,座号,--,合同号,深(深汕)网预买字(2020)183号,拟售价格,--元/平方米(按建筑面积计),楼层,5,房号,504,用途,住宅,建筑面积,70.88平方米,户内面积,54.65平方米,分摊面积,16.23平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：401,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,11270元/平方米(按建筑面积计),楼层,4,房号,401,用途,住宅,建筑面积,124.97平方米,户内面积,96.36平方米,分摊面积,28.61平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：402,项目楼栋情况,辉煌花园10栋,座号,--,合同号,深(深汕)网预买字(2020)128号,拟售价格,--元/平方米(按建筑面积计),楼层,4,房号,402,用途,住宅,建筑面积,130.23平方米,户内面积,100.41平方米,分摊面积,29.82平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：403,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,11840元/平方米(按建筑面积计),楼层,4,房号,403,用途,住宅,建筑面积,78.57平方米,户内面积,60.58平方米,分摊面积,17.99平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：404,项目楼栋情况,辉煌花园10栋,座号,--,合同号,深(深汕)网预买字(2020)185号,拟售价格,--元/平方米(按建筑面积计),楼层,4,房号,404,用途,住宅,建筑面积,70.88平方米,户内面积,54.65平方米,分摊面积,16.23平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：301,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,11270元/平方米(按建筑面积计),楼层,3,房号,301,用途,住宅,建筑面积,124.97平方米,户内面积,96.36平方米,分摊面积,28.61平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：302,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,11840元/平方米(按建筑面积计),楼层,3,房号,302,用途,住宅,建筑面积,130.23平方米,户内面积,100.41平方米,分摊面积,29.82平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：303,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,11840元/平方米(按建筑面积计),楼层,3,房号,303,用途,住宅,建筑面积,78.57平方米,户内面积,60.58平方米,分摊面积,17.99平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：304,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,11840元/平方米(按建筑面积计),楼层,3,房号,304,用途,住宅,建筑面积,70.88平方米,户内面积,54.65平方米,分摊面积,16.23平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：201,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,11250元/平方米(按建筑面积计),楼层,2,房号,201,用途,住宅,建筑面积,124.97平方米,户内面积,96.36平方米,分摊面积,28.61平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：202,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,11820元/平方米(按建筑面积计),楼层,2,房号,202,用途,住宅,建筑面积,130.23平方米,户内面积,100.41平方米,分摊面积,29.82平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：203,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,11820元/平方米(按建筑面积计),楼层,2,房号,203,用途,住宅,建筑面积,78.57平方米,户内面积,60.58平方米,分摊面积,17.99平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：204,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,11820元/平方米(按建筑面积计),楼层,2,房号,204,用途,住宅,建筑面积,70.88平方米,户内面积,54.65平方米,分摊面积,16.23平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：103,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,10500元/平方米(按建筑面积计),楼层,1,房号,103,用途,住宅,建筑面积,77.32平方米,户内面积,60.79平方米,分摊面积,16.53平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：104,项目楼栋情况,辉煌花园10栋,座号,--,合同号,--,拟售价格,10500元/平方米(按建筑面积计),楼层,1,房号,104,用途,住宅,建筑面积,71.71平方米,户内面积,56.38平方米,分摊面积,15.33平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：501,项目楼栋情况,辉煌花园11栋,座号,--,合同号,--,拟售价格,10806元/平方米(按建筑面积计),楼层,5,房号,501,用途,住宅,建筑面积,188.49平方米,户内面积,164.54平方米,分摊面积,23.95平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：502,项目楼栋情况,辉煌花园11栋,座号,--,合同号,--,拟售价格,10806元/平方米(按建筑面积计),楼层,5,房号,502,用途,住宅,建筑面积,188.49平方米,户内面积,164.54平方米,分摊面积,23.95平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：401,项目楼栋情况,辉煌花园11栋,座号,--,合同号,--,拟售价格,10606元/平方米(按建筑面积计),楼层,4,房号,401,用途,住宅,建筑面积,203.92平方米,户内面积,178.01平方米,分摊面积,25.91平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：402,项目楼栋情况,辉煌花园11栋,座号,--,合同号,--,拟售价格,10606元/平方米(按建筑面积计),楼层,4,房号,402,用途,住宅,建筑面积,203.92平方米,户内面积,178.01平方米,分摊面积,25.91平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：301,项目楼栋情况,辉煌花园11栋,座号,--,合同号,--,拟售价格,10406元/平方米(按建筑面积计),楼层,3,房号,301,用途,住宅,建筑面积,203.92平方米,户内面积,178.01平方米,分摊面积,25.91平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：302,项目楼栋情况,辉煌花园11栋,座号,--,合同号,--,拟售价格,10406元/平方米(按建筑面积计),楼层,3,房号,302,用途,住宅,建筑面积,203.92平方米,户内面积,178.01平方米,分摊面积,25.91平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：201,项目楼栋情况,辉煌花园11栋,座号,--,合同号,--,拟售价格,10206元/平方米(按建筑面积计),楼层,2,房号,201,用途,住宅,建筑面积,203.78平方米,户内面积,177.89平方米,分摊面积,25.89平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：202,项目楼栋情况,辉煌花园11栋,座号,--,合同号,--,拟售价格,10206元/平方米(按建筑面积计),楼层,2,房号,202,用途,住宅,建筑面积,203.78平方米,户内面积,177.89平方米,分摊面积,25.89平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：101,项目楼栋情况,辉煌花园11栋,座号,--,合同号,--,拟售价格,10500元/平方米(按建筑面积计),楼层,1,房号,101,用途,住宅,建筑面积,197.87平方米,户内面积,172.73平方米,分摊面积,25.14平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：501,项目楼栋情况,辉煌花园12栋,座号,--,合同号,--,拟售价格,10806元/平方米(按建筑面积计),楼层,5,房号,501,用途,住宅,建筑面积,188.49平方米,户内面积,164.54平方米,分摊面积,23.95平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
