房号：28C,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53312元/平方米(按建筑面积计),楼层,28,房号,28C,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：28D,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53312元/平方米(按建筑面积计),楼层,28,房号,28D,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：27A,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,54069元/平方米(按建筑面积计),楼层,27,房号,27A,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：27B,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53719元/平方米(按建筑面积计),楼层,27,房号,27B,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：27C,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53272元/平方米(按建筑面积计),楼层,27,房号,27C,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：27D,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53272元/平方米(按建筑面积计),楼层,27,房号,27D,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：26A,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,54029元/平方米(按建筑面积计),楼层,26,房号,26A,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：26B,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53679元/平方米(按建筑面积计),楼层,26,房号,26B,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：26C,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53232元/平方米(按建筑面积计),楼层,26,房号,26C,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：26D,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53232元/平方米(按建筑面积计),楼层,26,房号,26D,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：25A,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53989元/平方米(按建筑面积计),楼层,25,房号,25A,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：25B,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53639元/平方米(按建筑面积计),楼层,25,房号,25B,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：25C,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53192元/平方米(按建筑面积计),楼层,25,房号,25C,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：25D,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53192元/平方米(按建筑面积计),楼层,25,房号,25D,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：24A,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53949元/平方米(按建筑面积计),楼层,24,房号,24A,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：24B,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53599元/平方米(按建筑面积计),楼层,24,房号,24B,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：24C,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53152元/平方米(按建筑面积计),楼层,24,房号,24C,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：24D,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53152元/平方米(按建筑面积计),楼层,24,房号,24D,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：23A,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53909元/平方米(按建筑面积计),楼层,23,房号,23A,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：23B,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53559元/平方米(按建筑面积计),楼层,23,房号,23B,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：23C,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53112元/平方米(按建筑面积计),楼层,23,房号,23C,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：23D,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53112元/平方米(按建筑面积计),楼层,23,房号,23D,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：22A,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53869元/平方米(按建筑面积计),楼层,22,房号,22A,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：22B,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53519元/平方米(按建筑面积计),楼层,22,房号,22B,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：22C,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53072元/平方米(按建筑面积计),楼层,22,房号,22C,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：22D,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53072元/平方米(按建筑面积计),楼层,22,房号,22D,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：21A,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53829元/平方米(按建筑面积计),楼层,21,房号,21A,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：21B,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53479元/平方米(按建筑面积计),楼层,21,房号,21B,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：21C,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53032元/平方米(按建筑面积计),楼层,21,房号,21C,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：21D,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53032元/平方米(按建筑面积计),楼层,21,房号,21D,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：20A,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53789元/平方米(按建筑面积计),楼层,20,房号,20A,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：20B,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53439元/平方米(按建筑面积计),楼层,20,房号,20B,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：20C,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,52992元/平方米(按建筑面积计),楼层,20,房号,20C,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：20D,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,52992元/平方米(按建筑面积计),楼层,20,房号,20D,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：19A,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53729元/平方米(按建筑面积计),楼层,19,房号,19A,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：19B,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53379元/平方米(按建筑面积计),楼层,19,房号,19B,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：19C,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,52932元/平方米(按建筑面积计),楼层,19,房号,19C,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：19D,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,52932元/平方米(按建筑面积计),楼层,19,房号,19D,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：18A,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53669元/平方米(按建筑面积计),楼层,18,房号,18A,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：18B,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53319元/平方米(按建筑面积计),楼层,18,房号,18B,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：18C,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,52872元/平方米(按建筑面积计),楼层,18,房号,18C,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：18D,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,52872元/平方米(按建筑面积计),楼层,18,房号,18D,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：17A,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53609元/平方米(按建筑面积计),楼层,17,房号,17A,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：17B,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53259元/平方米(按建筑面积计),楼层,17,房号,17B,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：17C,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,52812元/平方米(按建筑面积计),楼层,17,房号,17C,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：17D,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,52812元/平方米(按建筑面积计),楼层,17,房号,17D,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：16A,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53549元/平方米(按建筑面积计),楼层,16,房号,16A,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：16B,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53199元/平方米(按建筑面积计),楼层,16,房号,16B,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：16C,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,52752元/平方米(按建筑面积计),楼层,16,房号,16C,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：16D,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,52752元/平方米(按建筑面积计),楼层,16,房号,16D,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：15A,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53489元/平方米(按建筑面积计),楼层,15,房号,15A,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：15B,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53139元/平方米(按建筑面积计),楼层,15,房号,15B,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：15C,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,52692元/平方米(按建筑面积计),楼层,15,房号,15C,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：15D,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,52692元/平方米(按建筑面积计),楼层,15,房号,15D,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：14A,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53429元/平方米(按建筑面积计),楼层,14,房号,14A,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：14B,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53079元/平方米(按建筑面积计),楼层,14,房号,14B,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：14C,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,52632元/平方米(按建筑面积计),楼层,14,房号,14C,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：14D,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,52632元/平方米(按建筑面积计),楼层,14,房号,14D,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：13A,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53369元/平方米(按建筑面积计),楼层,13,房号,13A,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：13B,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53019元/平方米(按建筑面积计),楼层,13,房号,13B,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：13C,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,52572元/平方米(按建筑面积计),楼层,13,房号,13C,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：13D,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,52572元/平方米(按建筑面积计),楼层,13,房号,13D,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：12A,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53309元/平方米(按建筑面积计),楼层,12,房号,12A,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：12B,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,52959元/平方米(按建筑面积计),楼层,12,房号,12B,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：12C,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,52512元/平方米(按建筑面积计),楼层,12,房号,12C,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：12D,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,52512元/平方米(按建筑面积计),楼层,12,房号,12D,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：11A,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53249元/平方米(按建筑面积计),楼层,11,房号,11A,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：11B,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,52899元/平方米(按建筑面积计),楼层,11,房号,11B,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：11C,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,52452元/平方米(按建筑面积计),楼层,11,房号,11C,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：11D,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,52452元/平方米(按建筑面积计),楼层,11,房号,11D,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：10A,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53219元/平方米(按建筑面积计),楼层,10,房号,10A,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：10B,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,52869元/平方米(按建筑面积计),楼层,10,房号,10B,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：10C,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,52422元/平方米(按建筑面积计),楼层,10,房号,10C,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：10D,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,52422元/平方米(按建筑面积计),楼层,10,房号,10D,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：9A,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53189元/平方米(按建筑面积计),楼层,9,房号,9A,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：9B,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,52839元/平方米(按建筑面积计),楼层,9,房号,9B,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：9C,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,52392元/平方米(按建筑面积计),楼层,9,房号,9C,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：9D,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,52392元/平方米(按建筑面积计),楼层,9,房号,9D,用途,住宅,建筑面积,88.05平方米,户内面积,69.15平方米,分摊面积,18.9平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：8A,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,53159元/平方米(按建筑面积计),楼层,8,房号,8A,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
房号：8B,项目楼栋情况,颐安都会中央花园（五区）5栋,座号,D,合同号,--,拟售价格,52809元/平方米(按建筑面积计),楼层,8,房号,8B,用途,住宅,建筑面积,108.01平方米,户内面积,84.82平方米,分摊面积,23.19平方米,户内面积,--平方米,分摊面积,--平方米,建筑面积,--平方米
